出発地,バス停名,出発時,出発分,運賃
&#9733,鈴沢,11,57,
,花舘,11,58,170
,中尊寺,11,59,170
,衣川橋,12,1,220
,瀬原,12,3,280
,徳沢,12,5,330
,白鳥,12,7,350
,塔ヶ崎,12,8,350
,丁切,12,9,350
,三日町,12,11,350
,七日町,12,12,350
,前沢新町,12,12,360
,二十人町,12,13,360
,母体口,12,14,370
,前沢保育所前,12,15,380
,イオン前沢,12,18,400
