出発地,バス停名,出発時,出発分,運賃
&#9733,大佐,15,20,
,中里新町,15,21,170
,沢田入口,15,22,170
,山目駅前,15,22,250
,中里市民センター前,15,23,250
,山目一丁目,15,24,250
,配志和神社前,15,25,310
,竹山,15,26,310
,一関一高前,15,29,310
,大町角,15,30,340
,大町通り,15,31,340
,一関駅前,15,33,340
