出発地,バス停名,出発時,出発分,運賃
&#9733,毛越寺,6,58,
,平泉駅前,7,0,170
,鈴沢,7,2,170
,花舘,7,3,170
,中尊寺,7,4,170
,衣川橋,7,6,250
,瀬原,7,8,310
