出発地,バス停名,出発時,出発分,運賃
&#9733,川屋敷,15,39,
,佐野,15,40,170
,祇園,15,41,170
,毛越寺,15,43,250
,平泉駅前,15,45,250
,鈴沢,15,47,280
,花舘,15,48,330
,中尊寺,15,49,330
,衣川橋,15,51,340
,瀬原,15,53,340
