出発地,バス停名,出発時,出発分,運賃
&#9733,川屋敷,6,54,
,佐野,6,55,170
,祇園,6,56,170
,毛越寺,6,58,250
,平泉駅前,7,0,250
,鈴沢,7,2,280
,花舘,7,3,330
,中尊寺,7,4,330
,衣川橋,7,6,340
,瀬原,7,8,340
