出発地,バス停名,出発時,出発分,運賃
&#9733,大佐,13,30,
,中里新町,13,31,170
,沢田入口,13,32,170
,山目駅前,13,32,250
,中里市民センター前,13,33,250
,山目一丁目,13,34,250
,配志和神社前,13,35,310
,竹山,13,36,310
,一関一高前,13,39,310
,大町角,13,40,340
,大町通り,13,41,340
,一関駅前,13,43,340
