出発地,バス停名,出発時,出発分,運賃
&#9733,佐野,17,40,
,祇園,17,41,170
,毛越寺,17,43,250
,平泉駅前,17,45,250
,鈴沢,17,47,280
,花舘,17,48,330
,中尊寺,17,49,330
,衣川橋,17,51,340
,瀬原,17,53,340
