出発地,バス停名,出発時,出発分,運賃
&#9733,平泉駅前,16,13,
,毛越寺,16,15,170
,祇園,16,17,170
,佐野,16,18,250
,川屋敷,16,19,250
,大佐,16,20,320
,中里新町,16,21,320
,沢田入口,16,22,320
,山目駅前,16,22,340
,中里市民センター前,16,23,340
,山目一丁目,16,24,340
,配志和神社前,16,25,350
,竹山,16,26,350
,一関一高前,16,29,350
,大町角,16,30,350
,大町通り,16,31,350
,一関駅前,16,33,350
