出発地,バス停名,出発時,出発分,運賃
&#9733,前沢新町,17,25,
,七日町,17,25,170
,三日町,17,26,170
,丁切,17,28,180
,塔ヶ崎,17,29,250
,白鳥,17,30,250
,徳沢,17,32,330
,瀬原,17,34,340
,衣川橋,17,36,350
,中尊寺,17,38,350
,花舘,17,39,360
,鈴沢,17,40,360
,平泉駅前,17,42,370
,毛越寺,17,44,370
,祇園,17,46,400
,佐野,17,47,430
,川屋敷,17,48,430
,大佐,17,49,450
,中里新町,17,50,450
,沢田入口,17,51,450
,山目駅前,17,51,470
,中里市民センター前,17,52,470
,山目一丁目,17,53,470
,配志和神社前,17,54,500
,竹山,17,55,500
,一関一高前,17,58,500
,大町角,17,59,540
,大町通り,18,0,540
,一関駅前,18,2,540
