出発地,バス停名,出発時,出発分,運賃
&#9733,祇園,16,41,
,毛越寺,16,43,170
,平泉駅前,16,45,170
,鈴沢,16,47,180
,花舘,16,48,260
,中尊寺,16,49,260
,衣川橋,16,51,310
,瀬原,16,53,340
,徳沢,16,55,340
,白鳥,16,57,350
,塔ヶ崎,16,58,360
,丁切,16,59,360
,三日町,17,1,380
,七日町,17,2,380
,前沢新町,17,2,400
,二十人町,17,3,400
,母体口,17,4,410
,前沢保育所前,17,5,420
,イオン前沢,17,6,430
