出発地,バス停名,出発時,出発分,運賃
&#9733,毛越寺,11,53,
,平泉駅前,11,55,170
,鈴沢,11,57,170
,花舘,11,58,170
,中尊寺,11,59,170
,衣川橋,12,1,250
,瀬原,12,3,310
,徳沢,12,5,340
,白鳥,12,7,350
,塔ヶ先,12,8,350
,丁切,12,9,350
,三日町,12,11,350
,七日町,12,12,350
,前沢新町,12,12,370
,二十人町,12,13,370
,母体口,12,14,380
,前沢保育所前,12,15,390
,イオン前沢,12,18,410
