出発地,バス停名,出発時,出発分,運賃
&#9733,祇園,6,56,
,毛越寺,6,58,170
,平泉駅前,7,0,170
,鈴沢,7,2,180
,花舘,7,3,260
,中尊寺,7,4,260
,衣川橋,7,6,310
,瀬原,7,8,340
