出発地,バス停名,出発時,出発分,運賃
&#9733,祇園,15,41,
,毛越寺,15,43,170
,平泉駅前,15,45,170
,鈴沢,15,47,180
,花舘,15,48,260
,中尊寺,15,49,260
,衣川橋,15,51,310
,瀬原,15,53,340
