出発地,バス停名,出発時,出発分,運賃
&#9733,平泉駅前,17,42,
,毛越寺,17,44,170
,祇園,17,46,170
,佐野,17,47,250
,川屋敷,17,48,250
,大佐,17,49,320
,中里新町,17,50,320
,沢田入口,17,51,320
,山目駅前,17,51,340
,中里市民センター前,17,52,340
,山目一丁目,17,53,340
,配志和神社前,17,54,350
,竹山,17,55,350
,一関一高前,17,58,350
,大町角,17,59,350
,大町通り,18,0,350
,一関駅前,18,2,350
