出発地,バス停名,出発時,出発分,運賃
&#9733,花舘,12,49,
,鈴沢,12,50,170
,平泉駅前,12,52,170
,毛越寺,12,54,170
,祇園,12,56,260
,佐野,12,57,330
,川屋敷,12,58,330
,大佐,12,59,350
,中里新町,13,0,350
,沢田入口,13,1,350
,山目駅前,13,1,350
,中里市民センター前,13,2,350
,山目一丁目,13,3,350
,配志和神社前,13,4,350
,竹山,13,5,350
,一関一高前,13,8,350
,大町角,13,9,390
,大町通り,13,10,390
,一関駅前,13,12,390
