出発地,バス停名,出発時,出発分,運賃
&#9733,瀬原,7,20,
,衣川橋,7,22,170
,中尊寺,7,24,220
,花舘,7,25,280
,鈴沢,7,26,280
,平泉駅前,7,28,310
,毛越寺,7,30,310
,祇園,7,32,340
,佐野,7,33,340
,川屋敷,7,34,340
,大佐,7,35,350
,中里新町,7,36,350
,沢田入口,7,37,350
,山目駅前,7,37,370
,中里市民センター前,7,38,370
,山目一丁目,7,39,370
,配志和神社前,7,40,400
,竹山,7,41,400
,一関一高前,7,44,400
,大町角,7,45,440
,大町通り,7,46,440
,一関駅前,7,48,440
