出発地,バス停名,出発時,出発分,運賃
&#9733,佐野,7,33,
,川屋敷,7,34,170
,大佐,7,35,270
,中里新町,7,36,270
,沢田入口,7,37,270
,山目駅前,7,37,320
,中里市民センター前,7,38,320
,山目一丁目,7,39,320
,配志和神社前,7,40,340
,竹山,7,41,340
,一関一高前,7,44,340
,大町角,7,45,350
,大町通り,7,46,350
,一関駅前,7,48,350
