出発地,バス停名,出発時,出発分,運賃
&#9733,三日町,17,1,
,七日町,17,2,170
,前沢新町,17,2,170
,二十人町,17,3,170
,母体口,17,4,170
,前沢保育所前,17,5,170
,イオン前沢,17,6,170
