出発地,バス停名,出発時,出発分,運賃
&#9733,竹山,17,32,
,配志和神社前,17,33,
,山目一丁目,17,34,
,中里市民センター前,17,35,
,山目駅前,17,36,
,沢田入口,17,36,
,中里新町,17,37,
,大佐,17,38,
,川屋敷,17,39,
,佐野,17,40,
,祇園,17,41,
,毛越寺,17,43,
,平泉駅前,17,45,
,鈴沢,17,47,
,花館,17,48,
,中尊寺,17,49,
,衣川橋,17,51,
,瀬原,17,53,
