出発地,バス停名,出発時,出発分,運賃
&#9733,沢田入口,15,22,
,山目駅前,15,22,170
,中里市民センター前,15,23,170
,山目一丁目,15,24,170
,配志和神社前,15,25,230
,竹山,15,26,230
,一関一高前,15,29,230
,大町角,15,30,320
,大町通り,15,31,320
,一関駅前,15,33,320
