出発地,バス停名,出発時,出発分,運賃
&#9733,沢田入口,19,22,
,山目駅前,19,22,170
,中里市民センター前,19,23,170
,山目一丁目,19,24,170
,配志和神社前,19,25,230
,竹山,19,26,230
,一関一高前,19,29,230
,大町角,19,30,320
,大町通り,19,31,320
,一関駅前,19,33,320
