出発地,バス停名,出発時,出発分,運賃
&#9733,白鳥,8,22,
,塔ヶ崎,8,23,170
,丁切,8,24,170
,三日町,8,26,200
,七日町,8,27,200
,前沢新町,8,27,250
,二十人町,8,28,250
,母体口,8,29,270
,前沢保育所前,8,30,280
,イオン前沢,8,31,330
