出発地,バス停名,出発時,出発分,運賃
&#9733,一関駅前 10番のりば,6,40,
,大町通り,6,42,170
,大町角,6,43,170
,一関一校前,6,44,170
,磐井橋,6,45,170
,竹山,6,47,170
,配志和神社前,6,48,250
,山目一丁目,6,49,250
,中里市民センター前,6,50,250
,山目駅前,6,51,320
,沢田入口,6,51,320
,中里新町,6,52,320
,大佐,6,53,340
,川屋敷,6,34,340
,佐野,6,55,350
,祇園,6,56,350
,毛越寺,6,58,350
,平泉駅前,7,0,350
,鈴沢,7,2,370
,花館,7,3,390
,中尊寺,7,4,390
,衣川橋,7,6,410
,瀬原,7,8,440
