出発地,バス停名,出発時,出発分,運賃
&#9733,三日町,12,36,
,丁切,12,38,170
,塔ヶ崎,12,39,200
,白鳥,12,40,200
,徳沢,12,42,300
,瀬原,12,44,340
,衣川橋,12,46,340
,中尊寺,12,48,350
,花舘,12,49,350
,鈴沢,12,50,350
,平泉駅前,12,52,350
,毛越寺,12,54,350
,祇園,12,56,380
,佐野,12,57,410
,川屋敷,12,58,410
,大佐,12,59,450
,中里新町,13,0,450
,沢田入口,13,1,450
,山目駅前,13,1,460
,中里市民センター前,13,2,460
,山目一丁目,13,3,460
,配志和神社前,13,4,490
,竹山,13,5,490
,一関一高前,13,8,490
,大町角,13,9,530
,大町通り,13,10,530
,一関駅前,13,12,530
