出発地,バス停名,出発時,出発分,運賃
&#9733,衣川橋,16,51,
,瀬原,16,53,170
,徳沢,16,55,220
,白鳥,16,57,310
,塔ヶ崎,16,58,340
,丁切,16,59,340
,三日町,17,1,340
,七日町,17,2,340
,前沢新町,17,2,350
,二十人町,17,3,350
,母体口,17,4,350
,前沢保育所前,17,5,350
,イオン前沢,17,8,350
