出発地,バス停名,出発時,出発分,運賃
&#9733,衣川橋,8,16,
,瀬原,8,18,170
,徳沢,8,20,220
,白鳥,8,22,310
,塔ヶ崎,8,23,340
,丁切,8,24,340
,三日町,8,26,340
,七日町,8,27,340
,前沢新町,8,27,350
,二十人町,8,28,350
,母体口,8,29,350
,前沢保育所前,8,30,350
,イオン前沢,8,31,350
