出発地,バス停名,出発時,出発分,運賃
&#9733,沢田入口,15,36,
,中里新町,15,37,170
,大佐,15,38,170
,川屋敷,15,39,170
,佐野,15,40,270
,祇園,15,41,270
,毛越寺,15,43,320
,平泉駅前,15,45,320
,鈴沢,15,47,340
,花舘,15,48,350
,中尊寺,15,49,350
,衣川橋,15,51,350
,瀬原,15,53,350
