出発地,バス停名,出発時,出発分,運賃
&#9733,毛越寺,9,53,
,平泉駅前,9,55,170
,鈴沢,9,57,170
,花舘,9,58,170
,中尊寺,9,59,170
,衣川橋,10,1,250
,瀬原,10,3,310
