出発地,バス停名,出発時,出発分,運賃
&#9733,祇園,7,31,
,毛越寺,7,33,170
,平泉駅前,7,35,170
,鈴沢,7,37,180
,花舘,7,38,260
,中尊寺,7,39,260
,衣川橋,7,41,310
,瀬原,7,43,340
