出発地,バス停名,出発時,出発分,運賃
&#9733,祇園,18,41,
,毛越寺,18,43,170
,平泉駅前,18,45,170
,鈴沢,18,47,180
,花舘,18,48,260
,中尊寺,18,49,260
,衣川橋,18,51,310
,瀬原,18,53,340
