出発地,バス停名,出発時,出発分,運賃
&#9733,佐野,16,40,
,祇園,16,41,170
,毛越寺,16,43,250
,平泉駅前,16,45,250
,鈴沢,16,47,280
,花舘,16,48,330
,中尊寺,16,49,330
,衣川橋,16,51,340
,瀬原,16,53,340
,徳沢,16,55,350
,白鳥,16,57,370
,塔ヶ崎,16,58,390
,丁切,16,59,390
,三日町,17,1,410
,七日町,17,2,410
,前沢新町,17,2,430
,二十人町,17,3,430
,母体口,17,4,440
,前沢保育所前,17,5,450
,イオン前沢,17,6,450
