出発地,バス停名,出発時,出発分,運賃
&#9733,中尊寺,14,38,
,花舘,14,39,170
,鈴沢,14,40,170
,平泉駅前,14,42,170
,毛越寺,14,44,170
,祇園,14,46,260
,佐野,14,47,330
,川屋敷,14,48,330
,大佐,14,49,350
,中里新町,14,50,350
,沢田入口,14,51,350
,山目駅前,14,51,350
,中里市民センター前,14,52,350
,山目一丁目,14,53,350
,配志和神社前,14,54,350
,竹山,14,55,350
,一関一高前,14,58,350
,大町角,14,59,390
,大町通り,15,0,390
,一関駅前,15,2,390
