出発地,バス停名,出発時,出発分,運賃
&#9733,丁切,14,28,
,塔ヶ崎,14,29,170
,白鳥,14,30,170
,徳沢,14,32,250
,瀬原,14,34,300
,衣川橋,14,36,340
,中尊寺,14,38,340
,花舘,14,39,350
,鈴沢,14,40,350
,平泉駅前,14,42,350
,毛越寺,14,44,350
,祇園,14,46,360
,佐野,14,47,390
,川屋敷,14,48,390
,大佐,14,49,430
,中里新町,14,50,430
,沢田入口,14,51,430
,山目駅前,14,51,450
,中里市民センター前,14,52,450
,山目一丁目,14,53,450
,配志和神社前,14,54,470
,竹山,14,55,470
,一関一高前,14,58,470
,大町角,14,59,510
,大町通り,15,0,510
,一関駅前,15,2,510
