出発地,バス停名,出発時,出発分,運賃
&#9733,徳沢,12,5,
,白鳥,12,7,170
,塔ヶ崎,12,8,250
,丁切,12,9,250
,三日町,12,11,300
,七日町,12,12,300
,前沢新町,12,12,330
,二十人町,12,13,330
,母体口,12,14,340
,前沢保育所前,12,15,340
,イオン前沢,12,18,350
