出発地,バス停名,出発時,出発分,運賃
&#9733,配志和神社前,7,58,
,山目一丁目,7,59,170
,中里市民センター前,8,0,170
,山目駅前,8,1,230
,沢田入口,8,1,230
,中里新町,8,2,230
,大佐,8,3,310
,川屋敷,8,4,310
,佐野,8,5,340
,祇園,8,6,340
,毛越寺,8,8,350
,平泉駅前,8,10,350
,鈴沢,8,12,350
,花舘,8,13,350
,中尊寺,8,14,350
,衣川橋,8,16,370
,瀬原,8,18,400
,徳沢,8,20,420
,白鳥,8,22,450
,塔ヶ崎,8,23,470
,丁切,8,24,470
,三日町,8,26,490
,七日町,8,27,490
,前沢新町,8,27,500
,二十人町,8,28,500
,母体口,8,29,510
,前沢保育所前,8,30,520
,イオン前沢,8,31,530
