出発地,バス停名,出発時,出発分,運賃
&#9733,配志和神社前,11,43,
,山目一丁目,11,44,170
,中里市民センター前,11,45,170
,山目駅前,11,46,230
,沢田入口,11,46,230
,中里新町,11,47,230
,大佐,11,48,310
,川屋敷,11,49,310
,佐野,11,50,340
,祇園,11,51,340
,毛越寺,11,53,350
,平泉駅前,11,55,350
,鈴沢,11,57,350
,花舘,11,58,350
,中尊寺,11,59,350
,衣川橋,12,1,370
,瀬原,12,3,400
,徳沢,12,5,420
,白鳥,12,7,450
,塔ヶ崎,12,8,470
,丁切,12,9,470
,三日町,12,11,490
,七日町,12,12,490
,前沢新町,12,12,500
,二十人町,12,13,500
,母体口,12,14,510
,前沢保育所前,12,15,520
,イオン前沢,12,18,530
