出発地,バス停名,出発時,出発分,運賃
&#9733,平泉駅前,17,45,
,鈴沢,17,47,170
,花舘,17,48,170
,中尊寺,17,49,170
,衣川橋,17,51,250
,瀬原,17,53,310
