出発地,バス停名,出発時,出発分,運賃
&#9733,川屋敷,14,39,
,佐野,14,40,170
,祇園,14,41,170
,毛越寺,14,43,250
,平泉駅前,14,45,250
,鈴沢,14,47,280
,花舘,14,48,330
,中尊寺,14,49,330
,衣川橋,14,51,340
,瀬原,14,53,340
