出発地,バス停名,出発時,出発分,運賃
&#9733,川屋敷,18,39,
,佐野,18,40,170
,祇園,18,41,170
,毛越寺,18,43,250
,平泉駅前,18,45,250
,鈴沢,18,47,280
,花舘,18,48,330
,中尊寺,18,49,330
,衣川橋,18,51,340
,瀬原,18,53,340
