出発地,バス停名,出発時,出発分,運賃
&#9733,鈴沢,14,40,
,平泉駅前,14,42,170
,毛越寺,14,44,170
,祇園,14,46,180
,佐野,14,47,280
,川屋敷,14,48,280
,大佐,14,49,340
,中里新町,14,50,340
,沢田入口,14,51,340
,山目駅前,14,51,350
,中里市民センター前,14,52,350
,山目一丁目,14,53,350
,配志和神社前,14,54,350
,竹山,14,55,350
,一関一高前,14,58,350
,大町角,14,59,370
,大町通り,15,0,370
,一関駅前,15,2,370
