出発地,バス停名,出発時,出発分,運賃
&#9733,鈴沢,19,11,
,平泉駅前,19,13,170
,毛越寺,19,15,170
,祇園,19,17,180
,佐野,19,18,280
,川屋敷,19,19,280
,大佐,19,20,340
,中里新町,19,21,340
,沢田入口,19,22,340
,山目駅前,19,22,350
,中里市民センター前,19,23,350
,山目一丁目,19,24,350
,配志和神社前,19,25,350
,竹山,19,26,350
,一関一高前,19,29,350
,大町角,19,30,370
,大町通り,19,31,370
,一関駅前,19,33,370
