出発地,バス停名,出発時,出発分,運賃
&#9733,山目一丁目,16,34,
,中里市民センター前,16,35,170
,山目駅前,16,36,170
,沢田入口,16,36,170
,中里新町,16,37,170
,大佐,16,38,250
,川屋敷,16,39,250
,佐野,16,40,320
,祇園,16,41,320
,毛越寺,16,43,340
,平泉駅前,16,45,340
,鈴沢,16,47,350
,花舘,16,48,350
,中尊寺,16,49,350
,衣川橋,16,51,350
,瀬原,16,53,370
,徳沢,16,55,390
,白鳥,16,57,430
,塔ヶ崎,16,58,450
,丁切,16,59,450
,三日町,17,1,460
,七日町,17,2,460
,前沢新町,17,2,470
,二十人町,17,3,470
,母体口,17,4,480
,前沢保育所前,17,5,490
,イオン前沢,17,6,510
