出発地,バス停名,出発時,出発分,運賃
&#9733,瀬原,19,5,
,衣川橋,19,7,170
,中尊寺,19,9,220
,花舘,19,10,280
,鈴沢,19,11,280
,平泉駅前,19,13,310
,毛越寺,19,15,310
,祇園,19,17,340
,佐野,19,18,340
,川屋敷,19,19,340
,大佐,19,20,350
,中里新町,19,21,350
,沢田入口,19,22,350
,山目駅前,19,22,370
,中里市民センター前,19,23,370
,山目一丁目,19,24,370
,配志和神社前,19,25,400
,竹山,19,26,400
,一関一高前,19,29,400
,大町角,19,30,440
,大町通り,19,31,440
,一関駅前,19,33,440
