出発地,バス停名,出発時,出発分,運賃
&#9733,山目一丁目,13,3,
,配志和神社前,13,4,170
,竹山,13,5,170
,一関一高前,13,8,170
,大町角,13,9,250
,大町通り,13,10,250
,一関駅前,13,12,250
