出発地,バス停名,出発時,出発分,運賃
&#9733,山目一丁目,18,24,
,配志和神社前,18,25,170
,竹山,18,26,170
,一関一高前,18,29,170
,大町角,18,30,250
,大町通り,18,31,250
,一関駅前,18,33,250
