出発地,バス停名,出発時,出発分,運賃
&#9733,大町通り,18,27,
,大町角,18,28,170
,一関一校前,18,29,170
,磐井橋,18,30,170
,竹山,18,32,170
,配志和神社前,18,33,250
,山目一丁目,18,34,250
,中里市民センター前,18,35,250
,山目駅前,18,36,320
,沢田入口,18,36,320
,中里新町,18,37,320
,大佐,18,38,340
,川屋敷,18,39,340
,佐野,18,40,350
,祇園,18,41,350
,毛越寺,18,43,350
,平泉駅前,18,35,350
,鈴沢,18,37,370
,花舘,18,38,390
,中尊寺,18,39,390
,衣川橋,18,51,410
,瀬原,18,53,440
