出発地,バス停名,出発時,出発分,運賃
&#9733,川屋敷,11,49,
,佐野,11,50,170
,祇園,11,51,170
,毛越寺,11,53,250
,平泉駅前,11,55,250
,鈴沢,11,57,280
,花舘,11,58,330
,中尊寺,11,59,330
,衣川橋,12,1,340
,瀬原,12,3,340
,徳沢,12,5,350
,白鳥,12,7,370
,塔ヶ崎,12,8,390
,丁切,12,9,390
,三日町,12,11,410
,七日町,12,12,410
,前沢新町,12,12,430
,二十人町,12,13,430
,母体口,12,14,440
,前沢保育所前,12,15,450
,イオン前沢,12,18,450
