出発地,バス停名,出発時,出発分,運賃
&#9733,磐井橋,7,55,
,竹山,7,57,
,配志和神社前,7,58,
,山目一丁目,7,59,
,中里市民センター前,8,0,
,山目駅前,8,1,
,沢田入口,8,1,
,中里新町,8,2,
,大佐,8,3,
,川屋敷,8,4,
,佐野,8,5,
,祇園,8,6,
,毛越寺,8,8,
,平泉駅前,8,10,
,鈴沢,8,12,
,花館,8,13,
,中尊寺,8,14,
,衣川橋,8,16,
,瀬原,8,18,
,徳沢,8,20,
,白鳥,8,22,
,塔ヶ先,8,23,
,丁切,8,24,
,三日町,8,26,
,七日町,8,27,
,前沢新町,8,27,
,二十人町,8,28,
,母体口,8,29,
,前沢保育所前,8,30,
,イオン前沢,8,31,
