出発地,バス停名,出発時,出発分,運賃
&#9733,丁切,8,24,
,三日町,8,26,170
,七日町,8,27,170
,前沢新町,8,27,180
,二十人町,8,28,180
,母体口,8,29,220
,前沢保育所前,8,30,230
,イオン前沢,8,33,280
