出発地,バス停名,出発時,出発分,運賃
&#9733,衣川橋,13,17,
,中尊寺,13,19,170
,花舘,13,20,220
,鈴沢,13,21,220
,平泉駅前,13,23,250
,毛越寺,13,25,250
,祇園,13,27,310
,佐野,13,28,340
,川屋敷,13,29,340
,大佐,13,30,350
,中里新町,13,31,350
,沢田入口,13,32,350
,山目駅前,13,32,350
,中里市民センター前,13,33,350
,山目一丁目,13,34,350
,配志和神社前,13,35,370
,竹山,13,36,370
,一関一高前,13,39,370
,大町角,13,40,410
,大町通り,13,41,410
,一関駅前,13,43,410
