出発地,バス停名,出発時,出発分,運賃
&#9733,一関一高前,10,29,
,磐井橋,10,30,
,竹山,10,32,
,配志和神社前,10,33,
,山目一丁目,10,34,
,中里市民センター前,10,35,
,山目駅前,10,36,
,沢田入口,10,36,
,中里新町,10,37,
,大佐,10,38,
,川屋敷,10,39,
,佐野,10,40,
,祇園,10,41,
,毛越寺,10,43,
,平泉駅前,10,45,
,鈴沢,10,47,
,花館,10,48,
,中尊寺,10,49,
,衣川橋,10,51,
,瀬原,10,53,
