出発地,バス停名,出発時,出発分,運賃
&#9733,中尊寺,11,59,
,衣川橋,12,1,170
,瀬原,12,3,220
,徳沢,12,5,280
,白鳥,12,7,340
,塔ヶ崎,12,8,340
,丁切,12,9,340
,三日町,12,11,350
,七日町,12,12,350
,前沢新町,12,12,350
,二十人町,12,13,350
,母体口,12,14,350
,前沢保育所前,12,15,360
,イオン前沢,12,16,370
